row_idx,tweet,gt_target,gt_stance,gt_prediction,similar_target,sim_prediction,ESS,CED,TFR
2425,"Rasmussen didn't actually conclude that 20 of Americans are idiots, but its new poll on internet poker demonstrates the fact quite clearly. Responding to polling questions on gambling, 61 of Americans believed that people ought to be allowed to play poker or other games at home for money, but when asked if people ought to be allowed to play poker or other games for money on the internet, only 41 said yes. OK. So there is our 20 What sort of blithering idiot thinks, well, yeah, playing live poker at home is ok, but playing internet poker is not?",gamble,FAVOR,AGAINST,internet poker,AGAINST,0.0,1.0,0.0
2426,"Reading the most popular comments, I have my own experience echoed. I have my own business in a cube in an incubator-type space in Manhattan to save on real estate costs. While it's big enough and the walls are 6 ft. high, it's still very hard to do any of my deep thinking focused-task work there so I often wind up going back at night for several hours to get that type of work done. All it takes is one person with a loud voice to make it difficult to focus with a few around me, it's impossible. I wonder daily if the money I save is worth it.",office layout,AGAINST,AGAINST,Incubator-type office spaces,AGAINST,0.0,1.0,0.0
2426,"Reading the most popular comments, I have my own experience echoed. I have my own business in a cube in an incubator-type space in Manhattan to save on real estate costs. While it's big enough and the walls are 6 ft. high, it's still very hard to do any of my deep thinking focused-task work there so I often wind up going back at night for several hours to get that type of work done. All it takes is one person with a loud voice to make it difficult to focus with a few around me, it's impossible. I wonder daily if the money I save is worth it.",office layout,AGAINST,AGAINST,deep thinking,AGAINST,0.0,1.0,0.0
2426,"Reading the most popular comments, I have my own experience echoed. I have my own business in a cube in an incubator-type space in Manhattan to save on real estate costs. While it's big enough and the walls are 6 ft. high, it's still very hard to do any of my deep thinking focused-task work there so I often wind up going back at night for several hours to get that type of work done. All it takes is one person with a loud voice to make it difficult to focus with a few around me, it's impossible. I wonder daily if the money I save is worth it.",office layout,AGAINST,AGAINST,incubator-type space,AGAINST,0.0,1.0,0.0
2427,"Really? Maybe 10 years ago that was the prevailing sentiment. But since the illegal immigrants' protests and activism, and the trivialization and demonization of people who criticize the illegal nature of their status and actions, and being called racist or worse, I and many people I know are less supportive of these policies. For criminals to demand rights, and to totally ignore their illegal status starts to show that there is now a sense of entitlement, when there is no basis for one. The situation is better solved by deportation.",illegals,AGAINST,AGAINST,Illegal Immigration,AGAINST,0.0,1.0,0.0
2427,"Really? Maybe 10 years ago that was the prevailing sentiment. But since the illegal immigrants' protests and activism, and the trivialization and demonization of people who criticize the illegal nature of their status and actions, and being called racist or worse, I and many people I know are less supportive of these policies. For criminals to demand rights, and to totally ignore their illegal status starts to show that there is now a sense of entitlement, when there is no basis for one. The situation is better solved by deportation.",illegals,AGAINST,AGAINST,illegal immigrants,AGAINST,0.0,1.0,0.0
2427,"Really? Maybe 10 years ago that was the prevailing sentiment. But since the illegal immigrants' protests and activism, and the trivialization and demonization of people who criticize the illegal nature of their status and actions, and being called racist or worse, I and many people I know are less supportive of these policies. For criminals to demand rights, and to totally ignore their illegal status starts to show that there is now a sense of entitlement, when there is no basis for one. The situation is better solved by deportation.",illegals,AGAINST,AGAINST,immigrants,AGAINST,0.0,1.0,0.0
2428,"Red Aurebach was asked about raising the rim to neutralize some of the putative advantage held by taller players. He said, I think correctly, that raising the rim would increase that advantage, not decrease it. Are you advocating raising the rim only in the NBA? Should Division I programs also follow suit. Surely high school players would not want the rim raised, many of them short and land locked. And how many players in the NBA cannot dunk? Nobody would be my guess. You want to neutralize the advantage of taller player? Box out. You want to bring back the mid range jumper? Get rid of the 3 point shot. I disagree with you Mr. Monroe, but I loved that spin move even though I think you traveled a lot of the time cupping the ball .",basketball,AGAINST,AGAINST,Raising the rim in basketball,AGAINST,0.0,1.0,0.0
2428,"Red Aurebach was asked about raising the rim to neutralize some of the putative advantage held by taller players. He said, I think correctly, that raising the rim would increase that advantage, not decrease it. Are you advocating raising the rim only in the NBA? Should Division I programs also follow suit. Surely high school players would not want the rim raised, many of them short and land locked. And how many players in the NBA cannot dunk? Nobody would be my guess. You want to neutralize the advantage of taller player? Box out. You want to bring back the mid range jumper? Get rid of the 3 point shot. I disagree with you Mr. Monroe, but I loved that spin move even though I think you traveled a lot of the time cupping the ball .",basketball,AGAINST,AGAINST,NBA,AGAINST,0.0,1.0,0.0
2428,"Red Aurebach was asked about raising the rim to neutralize some of the putative advantage held by taller players. He said, I think correctly, that raising the rim would increase that advantage, not decrease it. Are you advocating raising the rim only in the NBA? Should Division I programs also follow suit. Surely high school players would not want the rim raised, many of them short and land locked. And how many players in the NBA cannot dunk? Nobody would be my guess. You want to neutralize the advantage of taller player? Box out. You want to bring back the mid range jumper? Get rid of the 3 point shot. I disagree with you Mr. Monroe, but I loved that spin move even though I think you traveled a lot of the time cupping the ball .",basketball,AGAINST,AGAINST,raising the rim,AGAINST,0.0,1.0,0.0
2429,"Regarding my last comment, I meant, a further not certain term at least Obama has stayed on the straight and narrow, whereas Hillary's issue recently with the e-mails and servers hardly speaks well for her judgment . As for Ruth Ginsburg she is a judge, a very important one. She needs to stay out of parlous political debates yet she waded in with two feet. It's not right and she needs IMO to make a statement withdrawing what she said.",justice ginsberg,AGAINST,AGAINST,Ruth Bader Ginsburg,AGAINST,0.0,1.0,0.0
2429,"Regarding my last comment, I meant, a further not certain term at least Obama has stayed on the straight and narrow, whereas Hillary's issue recently with the e-mails and servers hardly speaks well for her judgment . As for Ruth Ginsburg she is a judge, a very important one. She needs to stay out of parlous political debates yet she waded in with two feet. It's not right and she needs IMO to make a statement withdrawing what she said.",justice ginsberg,AGAINST,AGAINST,Hillary,AGAINST,0.0,1.0,0.0
2429,"Regarding my last comment, I meant, a further not certain term at least Obama has stayed on the straight and narrow, whereas Hillary's issue recently with the e-mails and servers hardly speaks well for her judgment . As for Ruth Ginsburg she is a judge, a very important one. She needs to stay out of parlous political debates yet she waded in with two feet. It's not right and she needs IMO to make a statement withdrawing what she said.",justice ginsberg,AGAINST,AGAINST,Ruth Ginsburg,AGAINST,0.0,1.0,0.0
2430,"Regardless of what other commenters think about Palestine and the Palestinians- some of it blatantly racist e.g. that Arabs are a violent people and therefore not worthy of U.S. support, some of it just historically ignorant- e.g. Arafat turned down a peace deal and therefore Palestinians are undeserving of a state forever after - the issue isn't Palestine v. Israel. The issue is whether the U.S. can be an impartial mediator in the dispute. And it cannot. The U.S., for better or for worse, wrongfully or rightfully, has a 'special relationship' with Israel that will always, always, always come first. Regardless of the current state of affairs, of who is on the 'wrong' or 'right' side of the latest iteration of the conflict, the U.S. is in Israel's corner first and the peace process's second. We therefore can never be a true mediator in this issue.",palistine,AGAINST,AGAINST,U.S. foreign policy in the Israeli-Palestinian conflict,AGAINST,0.0,1.0,0.0
2430,"Regardless of what other commenters think about Palestine and the Palestinians- some of it blatantly racist e.g. that Arabs are a violent people and therefore not worthy of U.S. support, some of it just historically ignorant- e.g. Arafat turned down a peace deal and therefore Palestinians are undeserving of a state forever after - the issue isn't Palestine v. Israel. The issue is whether the U.S. can be an impartial mediator in the dispute. And it cannot. The U.S., for better or for worse, wrongfully or rightfully, has a 'special relationship' with Israel that will always, always, always come first. Regardless of the current state of affairs, of who is on the 'wrong' or 'right' side of the latest iteration of the conflict, the U.S. is in Israel's corner first and the peace process's second. We therefore can never be a true mediator in this issue.",palistine,AGAINST,AGAINST,special relationship,AGAINST,0.0,1.0,0.0
2430,"Regardless of what other commenters think about Palestine and the Palestinians- some of it blatantly racist e.g. that Arabs are a violent people and therefore not worthy of U.S. support, some of it just historically ignorant- e.g. Arafat turned down a peace deal and therefore Palestinians are undeserving of a state forever after - the issue isn't Palestine v. Israel. The issue is whether the U.S. can be an impartial mediator in the dispute. And it cannot. The U.S., for better or for worse, wrongfully or rightfully, has a 'special relationship' with Israel that will always, always, always come first. Regardless of the current state of affairs, of who is on the 'wrong' or 'right' side of the latest iteration of the conflict, the U.S. is in Israel's corner first and the peace process's second. We therefore can never be a true mediator in this issue.",palistine,AGAINST,AGAINST,Palestine,AGAINST,0.0,1.0,0.0
2431,"Regulation is to a corporation what a conscience is to a living person. Without a conscience, we would all be sociopaths. Corporations do not have a conscience, thus they need regulation to make sure they are focused on benefiting society instead on merely benefiting themselves.",companies,FAVOR,AGAINST,Regulation,AGAINST,0.0,1.0,0.0
2431,"Regulation is to a corporation what a conscience is to a living person. Without a conscience, we would all be sociopaths. Corporations do not have a conscience, thus they need regulation to make sure they are focused on benefiting society instead on merely benefiting themselves.",companies,FAVOR,AGAINST,Regulation,AGAINST,0.0,1.0,0.0
2431,"Regulation is to a corporation what a conscience is to a living person. Without a conscience, we would all be sociopaths. Corporations do not have a conscience, thus they need regulation to make sure they are focused on benefiting society instead on merely benefiting themselves.",companies,FAVOR,AGAINST,corporations,AGAINST,0.0,1.0,0.0
2432,"Regulation of corporations has been subverted by corporations. States that incorporate corporations are not equipped to regulate corporations that are rich enough to influence elections, are rich enough to muster a legal team that can bankrupt the state. Money from corporations and their principals cannot be permitted in the political process if democracy is to survive.",companies,AGAINST,AGAINST,Corporate Influence in Politics,AGAINST,0.0,1.0,0.0
2432,"Regulation of corporations has been subverted by corporations. States that incorporate corporations are not equipped to regulate corporations that are rich enough to influence elections, are rich enough to muster a legal team that can bankrupt the state. Money from corporations and their principals cannot be permitted in the political process if democracy is to survive.",companies,AGAINST,AGAINST,money from corporations,AGAINST,0.0,1.0,0.0
2432,"Regulation of corporations has been subverted by corporations. States that incorporate corporations are not equipped to regulate corporations that are rich enough to influence elections, are rich enough to muster a legal team that can bankrupt the state. Money from corporations and their principals cannot be permitted in the political process if democracy is to survive.",companies,AGAINST,AGAINST,corporations,AGAINST,0.0,1.0,0.0
2433,Religious exemptions are pernicious. I have serious religious objection to paying taxes so that drones can be sent to kill in once to or the NSA can spy on all of or so that corporations can pollute the are and abuse their workers and still get billions from the government but I still have to pay my taxes. The only exemptions should be based on contraindications based on health. That's it.,mandatory for all children,FAVOR,AGAINST,Religious exemptions,AGAINST,0.0,1.0,0.0
2433,Religious exemptions are pernicious. I have serious religious objection to paying taxes so that drones can be sent to kill in once to or the NSA can spy on all of or so that corporations can pollute the are and abuse their workers and still get billions from the government but I still have to pay my taxes. The only exemptions should be based on contraindications based on health. That's it.,mandatory for all children,FAVOR,AGAINST,Religious Exemptions,AGAINST,0.0,1.0,0.0
2433,Religious exemptions are pernicious. I have serious religious objection to paying taxes so that drones can be sent to kill in once to or the NSA can spy on all of or so that corporations can pollute the are and abuse their workers and still get billions from the government but I still have to pay my taxes. The only exemptions should be based on contraindications based on health. That's it.,mandatory for all children,FAVOR,AGAINST,religious exemptions,AGAINST,0.0,1.0,0.0
2434,"Removing the essay section from the SATs sends a terrible message to high school students writing is not that important. If it were, then we'd test for it and an essay would be required. As a communication consultant to Fortune 500 companies, I see everyday executives who can express themselves in writing. I also see those who struggle to get coherent thoughts on a page. Guess what? Those who write well tend to be the more successful business leaders. The message the SATs should send is to tell students that the ability to construct a coherent and supported paragraph or short essay is critical to business success. Unless you want to be a tradesman, writing will probably have a place in your career. Message to SAT bring the essay back! Loraine Antrim",college,FAVOR,AGAINST,SATs,AGAINST,0.0,1.0,0.0
2434,"Removing the essay section from the SATs sends a terrible message to high school students writing is not that important. If it were, then we'd test for it and an essay would be required. As a communication consultant to Fortune 500 companies, I see everyday executives who can express themselves in writing. I also see those who struggle to get coherent thoughts on a page. Guess what? Those who write well tend to be the more successful business leaders. The message the SATs should send is to tell students that the ability to construct a coherent and supported paragraph or short essay is critical to business success. Unless you want to be a tradesman, writing will probably have a place in your career. Message to SAT bring the essay back! Loraine Antrim",college,FAVOR,AGAINST,SAT,AGAINST,0.0,1.0,0.0
2434,"Removing the essay section from the SATs sends a terrible message to high school students writing is not that important. If it were, then we'd test for it and an essay would be required. As a communication consultant to Fortune 500 companies, I see everyday executives who can express themselves in writing. I also see those who struggle to get coherent thoughts on a page. Guess what? Those who write well tend to be the more successful business leaders. The message the SATs should send is to tell students that the ability to construct a coherent and supported paragraph or short essay is critical to business success. Unless you want to be a tradesman, writing will probably have a place in your career. Message to SAT bring the essay back! Loraine Antrim",college,FAVOR,AGAINST,SAT,AGAINST,0.0,1.0,0.0
2435,"Rendering substandard, even dangerous medical care is not much of a recommendation. Withholding pain meds because suffering is good for ya - that's not just imperfection, that's malpractice. Her holiness is as much a product of good press as it is of actually doing all she could for the poor. She had money and sent some to the Vatican. She had money but reused needles and gave care on the cheap. Some saint.",mother teresa,AGAINST,AGAINST,Mother Teresa,AGAINST,0.0,1.0,0.0
2435,"Rendering substandard, even dangerous medical care is not much of a recommendation. Withholding pain meds because suffering is good for ya - that's not just imperfection, that's malpractice. Her holiness is as much a product of good press as it is of actually doing all she could for the poor. She had money and sent some to the Vatican. She had money but reused needles and gave care on the cheap. Some saint.",mother teresa,AGAINST,AGAINST,pain meds,AGAINST,0.0,1.0,0.0
2435,"Rendering substandard, even dangerous medical care is not much of a recommendation. Withholding pain meds because suffering is good for ya - that's not just imperfection, that's malpractice. Her holiness is as much a product of good press as it is of actually doing all she could for the poor. She had money and sent some to the Vatican. She had money but reused needles and gave care on the cheap. Some saint.",mother teresa,AGAINST,AGAINST,malpractice,AGAINST,0.0,1.0,0.0
2436,"Republican support Home-Schooling because -a Religious freaks likely to be Ultra conserrvative will increase their ranks -b People who canno't even afford public school, will try to educate their kids themselves which will lead to a nation of analphabetes easily manipulated by Fox, cnn and the like",home-school,AGAINST,AGAINST,Republican Party,AGAINST,0.0,1.0,0.0
2436,"Republican support Home-Schooling because -a Religious freaks likely to be Ultra conserrvative will increase their ranks -b People who canno't even afford public school, will try to educate their kids themselves which will lead to a nation of analphabetes easily manipulated by Fox, cnn and the like",home-school,AGAINST,AGAINST,Republican,AGAINST,0.0,1.0,0.0
2436,"Republican support Home-Schooling because -a Religious freaks likely to be Ultra conserrvative will increase their ranks -b People who canno't even afford public school, will try to educate their kids themselves which will lead to a nation of analphabetes easily manipulated by Fox, cnn and the like",home-school,AGAINST,AGAINST,Fox,AGAINST,0.0,1.0,0.0
2437,"Republicans are getting dumber apparently. Something like 40 of Republicans who are so concerned about someone else getting assistance from the gov't, are themselves getting assistance from the US gov't. The famous Tea Party sign which said, get your gov't hands off of my medicare , was not an isolated case of a confused person. I can not imagine an adult of my grandparent or parent's generation who lived during the 50's-60's when medicare began would make such a mistake. Or perhaps these non-thinkers are just more visible now?",hypocrite,AGAINST,AGAINST,Republicans,AGAINST,0.0,1.0,0.0
2437,"Republicans are getting dumber apparently. Something like 40 of Republicans who are so concerned about someone else getting assistance from the gov't, are themselves getting assistance from the US gov't. The famous Tea Party sign which said, get your gov't hands off of my medicare , was not an isolated case of a confused person. I can not imagine an adult of my grandparent or parent's generation who lived during the 50's-60's when medicare began would make such a mistake. Or perhaps these non-thinkers are just more visible now?",hypocrite,AGAINST,AGAINST,Republicans,AGAINST,0.0,1.0,0.0
2437,"Republicans are getting dumber apparently. Something like 40 of Republicans who are so concerned about someone else getting assistance from the gov't, are themselves getting assistance from the US gov't. The famous Tea Party sign which said, get your gov't hands off of my medicare , was not an isolated case of a confused person. I can not imagine an adult of my grandparent or parent's generation who lived during the 50's-60's when medicare began would make such a mistake. Or perhaps these non-thinkers are just more visible now?",hypocrite,AGAINST,AGAINST,Republican,AGAINST,0.0,1.0,0.0
2438,"Reviewing recent press articles discussing corruption, bribes, and other nefarious activities to rig the political system, I am struck by how inexpensive our corrupt politicians actually are. Apparently several political leaders were willing to sell their votes and offer their influence for a bribe in the amount of 7,500, other bribes were in the range of 10,000 - 20,000. Don't these fellows have any self-respect? Couldn't they at least hold out for a six figure sum? Yes, corruption in politics is distasteful, and of course, illegal. But who will have any confidence in corrupt politicians who sell themselves so cheaply? Please, people, shouldn't we value our politicians more highly, even the corrupt ones?",rich politicans,AGAINST,AGAINST,Corrupt Politicians,AGAINST,0.0,1.0,0.0
2438,"Reviewing recent press articles discussing corruption, bribes, and other nefarious activities to rig the political system, I am struck by how inexpensive our corrupt politicians actually are. Apparently several political leaders were willing to sell their votes and offer their influence for a bribe in the amount of 7,500, other bribes were in the range of 10,000 - 20,000. Don't these fellows have any self-respect? Couldn't they at least hold out for a six figure sum? Yes, corruption in politics is distasteful, and of course, illegal. But who will have any confidence in corrupt politicians who sell themselves so cheaply? Please, people, shouldn't we value our politicians more highly, even the corrupt ones?",rich politicans,AGAINST,AGAINST,corrupt politicians,AGAINST,0.0,1.0,0.0
2438,"Reviewing recent press articles discussing corruption, bribes, and other nefarious activities to rig the political system, I am struck by how inexpensive our corrupt politicians actually are. Apparently several political leaders were willing to sell their votes and offer their influence for a bribe in the amount of 7,500, other bribes were in the range of 10,000 - 20,000. Don't these fellows have any self-respect? Couldn't they at least hold out for a six figure sum? Yes, corruption in politics is distasteful, and of course, illegal. But who will have any confidence in corrupt politicians who sell themselves so cheaply? Please, people, shouldn't we value our politicians more highly, even the corrupt ones?",rich politicans,AGAINST,AGAINST,politics,AGAINST,0.0,1.0,0.0
2439,"Richard Bove told us in March 2008 that the financial crisis was over and that we all should run out an buy bank stocks. So, pardon me if I do not take what he has to say too seriously. He a circus clown that is trotted out from time to time when a reporter needs to find that one remaining individual that still will publicly support the likes of JP Morgan and Goldman. What would be much more revealing is to get an actual player to comment, someone like Tim Geithner, who publicly opposed the TBTF concept, but in behind the scenes devoted his entire tenure at treasury to preserving the TBTF banks. I understand he is now busy counting his loot at Warburg, but perhaps between meals at Nobu he could give us a few words.",control,AGAINST,AGAINST,Richard Bove,AGAINST,0.0,1.0,0.0
2439,"Richard Bove told us in March 2008 that the financial crisis was over and that we all should run out an buy bank stocks. So, pardon me if I do not take what he has to say too seriously. He a circus clown that is trotted out from time to time when a reporter needs to find that one remaining individual that still will publicly support the likes of JP Morgan and Goldman. What would be much more revealing is to get an actual player to comment, someone like Tim Geithner, who publicly opposed the TBTF concept, but in behind the scenes devoted his entire tenure at treasury to preserving the TBTF banks. I understand he is now busy counting his loot at Warburg, but perhaps between meals at Nobu he could give us a few words.",control,AGAINST,AGAINST,Tim Geithner,AGAINST,0.0,1.0,0.0
2439,"Richard Bove told us in March 2008 that the financial crisis was over and that we all should run out an buy bank stocks. So, pardon me if I do not take what he has to say too seriously. He a circus clown that is trotted out from time to time when a reporter needs to find that one remaining individual that still will publicly support the likes of JP Morgan and Goldman. What would be much more revealing is to get an actual player to comment, someone like Tim Geithner, who publicly opposed the TBTF concept, but in behind the scenes devoted his entire tenure at treasury to preserving the TBTF banks. I understand he is now busy counting his loot at Warburg, but perhaps between meals at Nobu he could give us a few words.",control,AGAINST,AGAINST,financial crisis,AGAINST,0.0,1.0,0.0
2440,"Ridiculous. Myriad can have a patent on the techniques used to sequence a gene, a patent on the test used to detect the gene, but they cannot patent the gene itself. It's the equivalent of Newton patenting F MA - it's a fact of the natural world that mankind has discovered, not something new mankind has created.",companies,FAVOR,AGAINST,Myriad Genetics,AGAINST,0.0,1.0,0.0
2440,"Ridiculous. Myriad can have a patent on the techniques used to sequence a gene, a patent on the test used to detect the gene, but they cannot patent the gene itself. It's the equivalent of Newton patenting F MA - it's a fact of the natural world that mankind has discovered, not something new mankind has created.",companies,FAVOR,AGAINST,patent,AGAINST,0.0,1.0,0.0
2440,"Ridiculous. Myriad can have a patent on the techniques used to sequence a gene, a patent on the test used to detect the gene, but they cannot patent the gene itself. It's the equivalent of Newton patenting F MA - it's a fact of the natural world that mankind has discovered, not something new mankind has created.",companies,FAVOR,AGAINST,gene,AGAINST,0.0,1.0,0.0
2441,Ridiculous. There IS no sustained track record of success in economics. No modelling that has shown sustainable strength. No new ways of thinking about the creation and movement of wealth. Economics is not 'the Dismal Science'. It's not science at all.,economists,AGAINST,AGAINST,Economics,AGAINST,0.0,1.0,0.0
2441,Ridiculous. There IS no sustained track record of success in economics. No modelling that has shown sustainable strength. No new ways of thinking about the creation and movement of wealth. Economics is not 'the Dismal Science'. It's not science at all.,economists,AGAINST,AGAINST,economics,AGAINST,0.0,1.0,0.0
2441,Ridiculous. There IS no sustained track record of success in economics. No modelling that has shown sustainable strength. No new ways of thinking about the creation and movement of wealth. Economics is not 'the Dismal Science'. It's not science at all.,economists,AGAINST,AGAINST,Dismal Science,AGAINST,0.0,1.0,0.0
2442,"Right on! The watchword for any business, restaurants included, should generally be the customer is always right. This is especially true with regard to tastes, and appreciation of flavors. People do not all experience the same food the same way and for an egotistic chef to imagine he has the right to determine how much salt should be put on something is ridiculous. The chef doesn't know best for everyone. So keep the salt and pepper shakers. They are the ubiquitous best flavor enhancers around--the very reason they are ubiquitous in any GOOD restaurant IMHO!",a place at the table,FAVOR,AGAINST,Salt and pepper shakers,AGAINST,0.0,1.0,0.0
2442,"Right on! The watchword for any business, restaurants included, should generally be the customer is always right. This is especially true with regard to tastes, and appreciation of flavors. People do not all experience the same food the same way and for an egotistic chef to imagine he has the right to determine how much salt should be put on something is ridiculous. The chef doesn't know best for everyone. So keep the salt and pepper shakers. They are the ubiquitous best flavor enhancers around--the very reason they are ubiquitous in any GOOD restaurant IMHO!",a place at the table,FAVOR,AGAINST,salt and pepper shakers,AGAINST,0.0,1.0,0.0
2442,"Right on! The watchword for any business, restaurants included, should generally be the customer is always right. This is especially true with regard to tastes, and appreciation of flavors. People do not all experience the same food the same way and for an egotistic chef to imagine he has the right to determine how much salt should be put on something is ridiculous. The chef doesn't know best for everyone. So keep the salt and pepper shakers. They are the ubiquitous best flavor enhancers around--the very reason they are ubiquitous in any GOOD restaurant IMHO!",a place at the table,FAVOR,AGAINST,salt,AGAINST,0.0,1.0,0.0
2443,"Right, lets's support or enemies and desert our friends so that our enemies don't hate us, and maybe, if we show them we are willingt o desert Isreal we will get Hamas and hezbollah and Al Quaida ti think we are fair and reasonable and the world will be safer. Brilliant theory,",trying to be liked,AGAINST,AGAINST,Appeasement,AGAINST,0.0,1.0,0.0
2443,"Right, lets's support or enemies and desert our friends so that our enemies don't hate us, and maybe, if we show them we are willingt o desert Isreal we will get Hamas and hezbollah and Al Quaida ti think we are fair and reasonable and the world will be safer. Brilliant theory,",trying to be liked,AGAINST,AGAINST,Israel,AGAINST,0.0,1.0,0.0
2443,"Right, lets's support or enemies and desert our friends so that our enemies don't hate us, and maybe, if we show them we are willingt o desert Isreal we will get Hamas and hezbollah and Al Quaida ti think we are fair and reasonable and the world will be safer. Brilliant theory,",trying to be liked,AGAINST,AGAINST,Al Quaida,AGAINST,0.0,1.0,0.0
2444,Right. HSBC gets into the business of laundering money for Mexican drug cartels. They know they are in that business from the start. Over the course of a few years they make 8 billion dollars profit laundering money for Mexican drug cartels. They admit guilt. They are fined 4 billion dollars. Exactly what incentive do they have to stop? They made 4 billion in profits doing the crime and paying the fine. I'm sure they'd be more than happy to sell-regulate. They'd make twice as much money!,companies,AGAINST,AGAINST,Unknown,AGAINST,0.0,1.0,0.0
2444,Right. HSBC gets into the business of laundering money for Mexican drug cartels. They know they are in that business from the start. Over the course of a few years they make 8 billion dollars profit laundering money for Mexican drug cartels. They admit guilt. They are fined 4 billion dollars. Exactly what incentive do they have to stop? They made 4 billion in profits doing the crime and paying the fine. I'm sure they'd be more than happy to sell-regulate. They'd make twice as much money!,companies,AGAINST,AGAINST,HSBC,AGAINST,0.0,1.0,0.0
2444,Right. HSBC gets into the business of laundering money for Mexican drug cartels. They know they are in that business from the start. Over the course of a few years they make 8 billion dollars profit laundering money for Mexican drug cartels. They admit guilt. They are fined 4 billion dollars. Exactly what incentive do they have to stop? They made 4 billion in profits doing the crime and paying the fine. I'm sure they'd be more than happy to sell-regulate. They'd make twice as much money!,companies,AGAINST,AGAINST,HSBC,AGAINST,0.0,1.0,0.0
2445,"Rizzo gives us vague generalities about the usefulness of the CIA. Let's turn that around and ask for some demonstrable lists of vital support they have provides over the last two decades. Oh yes, and as a lawyer, Rizzo should be sure to separate the list into legal and illegal support. In other words, let's start from the premise that the CIA has been an irresponsible rogue organization and have them prove otherwise. I know, never going to happen. Our leaders have no will for accountability -- it may be a competition between President Obama and Congress as to which branch of government is less interested!",the c.i.a.,AGAINST,AGAINST,CIA,AGAINST,0.0,1.0,0.0
2445,"Rizzo gives us vague generalities about the usefulness of the CIA. Let's turn that around and ask for some demonstrable lists of vital support they have provides over the last two decades. Oh yes, and as a lawyer, Rizzo should be sure to separate the list into legal and illegal support. In other words, let's start from the premise that the CIA has been an irresponsible rogue organization and have them prove otherwise. I know, never going to happen. Our leaders have no will for accountability -- it may be a competition between President Obama and Congress as to which branch of government is less interested!",the c.i.a.,AGAINST,AGAINST,Rizzo,AGAINST,0.0,1.0,0.0
2445,"Rizzo gives us vague generalities about the usefulness of the CIA. Let's turn that around and ask for some demonstrable lists of vital support they have provides over the last two decades. Oh yes, and as a lawyer, Rizzo should be sure to separate the list into legal and illegal support. In other words, let's start from the premise that the CIA has been an irresponsible rogue organization and have them prove otherwise. I know, never going to happen. Our leaders have no will for accountability -- it may be a competition between President Obama and Congress as to which branch of government is less interested!",the c.i.a.,AGAINST,AGAINST,Congress,AGAINST,0.0,1.0,0.0
2446,Robot pilots and drivers are here to stay. We need to protect ourselves from these devices - not develop them to be used against us some day. I'm sure we'll see a story soon about a driver-less car or pilot-less plane used to harm innocents in the homeland that created these high-tech marvels.,attacks,AGAINST,AGAINST,Autonomous Vehicles,AGAINST,0.0,1.0,0.0
2446,Robot pilots and drivers are here to stay. We need to protect ourselves from these devices - not develop them to be used against us some day. I'm sure we'll see a story soon about a driver-less car or pilot-less plane used to harm innocents in the homeland that created these high-tech marvels.,attacks,AGAINST,AGAINST,driver-less car,AGAINST,0.0,1.0,0.0
2446,Robot pilots and drivers are here to stay. We need to protect ourselves from these devices - not develop them to be used against us some day. I'm sure we'll see a story soon about a driver-less car or pilot-less plane used to harm innocents in the homeland that created these high-tech marvels.,attacks,AGAINST,AGAINST,innocents,AGAINST,0.0,1.0,0.0
2447,"Roger Clegg claims victim blaming at its worst. The punishment for a crime has ended, but the lost of privilege that connects people in a democracy--voting--is denied by a self-righteous presumption that a person is worthless beyond the crime. His logic obliterates both law and justice. It fails to account for bias while reinforcing bias. It is the circular firing squad of the right wing, wrapped in the outrageous exaggeration of the broken logic of the right wing's appeals. It judges--without justice.",felons,FAVOR,AGAINST,Roger Clegg,AGAINST,0.0,1.0,0.0
2447,"Roger Clegg claims victim blaming at its worst. The punishment for a crime has ended, but the lost of privilege that connects people in a democracy--voting--is denied by a self-righteous presumption that a person is worthless beyond the crime. His logic obliterates both law and justice. It fails to account for bias while reinforcing bias. It is the circular firing squad of the right wing, wrapped in the outrageous exaggeration of the broken logic of the right wing's appeals. It judges--without justice.",felons,FAVOR,AGAINST,right wing,AGAINST,0.0,1.0,0.0
2447,"Roger Clegg claims victim blaming at its worst. The punishment for a crime has ended, but the lost of privilege that connects people in a democracy--voting--is denied by a self-righteous presumption that a person is worthless beyond the crime. His logic obliterates both law and justice. It fails to account for bias while reinforcing bias. It is the circular firing squad of the right wing, wrapped in the outrageous exaggeration of the broken logic of the right wing's appeals. It judges--without justice.",felons,FAVOR,AGAINST,right wing,AGAINST,0.0,1.0,0.0
2448,"Sad to see the power of employers used to take advantage of relatively powerless young people to rob them of wages for their work . . . Yes, these young people may enter into the situation voluntarily and yes they can learn much there but they are still having their wages stolen from them.",unpaid intenship,AGAINST,AGAINST,Employers,AGAINST,0.0,1.0,0.0
2448,"Sad to see the power of employers used to take advantage of relatively powerless young people to rob them of wages for their work . . . Yes, these young people may enter into the situation voluntarily and yes they can learn much there but they are still having their wages stolen from them.",unpaid intenship,AGAINST,AGAINST,young people,AGAINST,0.0,1.0,0.0
2448,"Sad to see the power of employers used to take advantage of relatively powerless young people to rob them of wages for their work . . . Yes, these young people may enter into the situation voluntarily and yes they can learn much there but they are still having their wages stolen from them.",unpaid intenship,AGAINST,AGAINST,young people,AGAINST,0.0,1.0,0.0
