Dataset,Tweet,GT Target,GT Stance,Gemini Target,Gemini Stance,LLaMA Target,LLaMA Stance,Qwen Target,Qwen Stance,similar targets,cleaned_tweet
VAST Implicit,"Wearing a hijab for whatever reason - religious, aesthetics, solidarity is not by itself wrong and I fail to see why it is such a big issue. Because people wear crosses, yammuka or sarees covering their head with a dot on the forehead. The only problem I have is with the face being covered. If you can see my face, should'nt you be showing your face to me, too. It is just a mutual acceptance and acknowledgement of each other, in fact, just plain decency.",non-muslims,FAVOR,Face Covering,AGAINST,hijab,NONE,hijab,NONE,"['Face Covering', 'hijab', 'hijab']","Wearing a hijab for whatever reason - religious, aesthetics, solidarity is not by itself wrong and I fail to see why it is such a big issue. Because people wear crosses, yammuka or sarees covering their head with a dot on the forehead. The only problem I have is with the face being covered. If you can see my face, should'nt you be showing your face to me, too. It is just a mutual acceptance and acknowledgement of each other, in fact, just plain decency."
VAST Implicit,"Weather forecasting is based upon analyzing well understood physical phenomena described by physics and chemistry and from better and better analyses of a vast amount of empirical evidence using advanced computer systems, and over the last half century has achieved a reliability of forecasting up to about a week ahead. Climate studies are used to predict long term trends without any expectation of precision as we expect of weather forecasting. When one looks at economics one does not have the grasp of the fundamental phenomena as I weather and thus the data cannot offer as must reliability in explaining what is going on or what can be expected as does weather forecasting, yet, people often try to rely upon economic forecasts going out decades into the future when most economic forecasts are rarely accurate further than a few weeks and sometimes even wrong about current activities based upon estimations in lieu of compiled data.",economists,AGAINST,Economic Forecasting,AGAINST,,,climate studies,NONE,"['Economic Forecasting', nan, 'climate studies']","Weather forecasting is based upon analyzing well understood physical phenomena described by physics and chemistry and from better and better analyses of a vast amount of empirical evidence using advanced computer systems, and over the last half century has achieved a reliability of forecasting up to about a week ahead. Climate studies are used to predict long term trends without any expectation of precision as we expect of weather forecasting. When one looks at economics one does not have the grasp of the fundamental phenomena as I weather and thus the data cannot offer as must reliability in explaining what is going on or what can be expected as does weather forecasting, yet, people often try to rely upon economic forecasts going out decades into the future when most economic forecasts are rarely accurate further than a few weeks and sometimes even wrong about current activities based upon estimations in lieu of compiled data."
VAST Implicit,"Wednesday, September 26, 2012 Re: Drones and ""We should be ashamed of what has been visited on Iraq and Afghanistan. I wonder what else will be added to that collective shame in the name of hallowed national security."" Please learn some history. Humans have not, and do not, reconcile through reason. You know the list. Were Hiroshima and Nagasaki necessary to make the Japanese High Command see that the war was lost? Did we really need to use white phosphorus anti-personnel weapons on women and children in Fallujah to protect the American Homeland? War is what we do. And if drones (assassination devices) bother you, then convene another Peace Conference.",attacts,AGAINST,Drones,AGAINST,war,NONE,Fallujah,AGAINST,"['Drones', 'war', 'Fallujah']","Wednesday, September 26, 2012 Re Drones and We should be ashamed of what has been visited on Iraq and Afghanistan. I wonder what else will be added to that collective shame in the name of hallowed national security. Please learn some history. Humans have not, and do not, reconcile through reason. You know the list. Were Hiroshima and Nagasaki necessary to make the Japanese High Command see that the war was lost? Did we really need to use white phosphorus anti-personnel weapons on women and children in Fallujah to protect the American Homeland? War is what we do. And if drones assassination devices bother you, then convene another Peace Conference."
VAST Implicit,"Welcome to the delusional. First, our private enterprise organizations should not be providing heathcare. Second, private insurers who reap benefits from this ungodly marriage should not exist. If there is anything that can provide reasonable healthcare for a reasonable price ................that would be medicare, where the bulk of the costs to to keeping people alive and heathy...................without any middlement. You cannot spell dysfunction any other way.",obamacare,FAVOR,Medicare,FAVOR,private insurers,AGAINST,private enterprise organizations,AGAINST,"['Medicare', 'private insurers', 'private enterprise organizations']","Welcome to the delusional. First, our private enterprise organizations should not be providing heathcare. Second, private insurers who reap benefits from this ungodly marriage should not exist. If there is anything that can provide reasonable healthcare for a reasonable price .that would be medicare, where the bulk of the costs to to keeping people alive and heathy.without any middlement. You cannot spell dysfunction any other way."
VAST Implicit,"Well in the last 50 years there has been at least a small improvement in thinking. One doesn't hear ""god will take care of us"" or ""we have always found new sources of oil before"" as much as one used to. But there is still a very limited understanding of the problem, probably because so few of us thought seriously for a minute when our high school teachers were covering entropy and the second law of thermodynamics. The solar constant ultimately determines the carrying capacity since it provides us with all renewable energy sources: wind, water, solar. It must cover not only our daily energy needs, but also the energy needed to recover and reuse all non-renewable resources that we mine and scatter around the world as products. This limiting factor also means of course that all national states will approach zero-growth, steady state economies.",,,,,renewable energy sources,FAVOR,carrying capacity,NONE,"[nan, 'renewable energy sources', 'carrying capacity']","Well in the last 50 years there has been at least a small improvement in thinking. One doesn't hear god will take care of us or we have always found new sources of oil before as much as one used to. But there is still a very limited understanding of the problem, probably because so few of us thought seriously for a minute when our high school teachers were covering entropy and the second law of thermodynamics. The solar constant ultimately determines the carrying capacity since it provides us with all renewable energy sources wind, water, solar. It must cover not only our daily energy needs, but also the energy needed to recover and reuse all non-renewable resources that we mine and scatter around the world as products. This limiting factor also means of course that all national states will approach zero-growth, steady state economies."
VAST Implicit,"Well stated. There are very talented writers with many different perspectives all of whom help an interested reader go deeper into a particular subject. Thankfully the NYT keeps out the crazies, but then again they probably don't read the paper.",comment sections,AGAINST,The New York Times,FAVOR,,,crazies,AGAINST,"['The New York Times', nan, 'crazies']","Well stated. There are very talented writers with many different perspectives all of whom help an interested reader go deeper into a particular subject. Thankfully the NYT keeps out the crazies, but then again they probably don't read the paper."
VAST Implicit,"Well stated. This is the essence of what teaching is about, beyond basic preparation of material for the whole class. It's hard to understand why this isn't more obvious to people, especially educated people who have benefited from great teachers in their career. While online tools have much to offer to complement the learning experience when used well, the only reason to see them as a substitute for real teaching is as a major (low quality) cost savings for the masses. And a homogenization of education to serve the needs of big corporate providers of educational materials.",the best way,FAVOR,Online Education,AGAINST,teaching,AGAINST,teaching,FAVOR,"['Online Education', 'teaching', 'teaching']","Well stated. This is the essence of what teaching is about, beyond basic preparation of material for the whole class. It's hard to understand why this isn't more obvious to people, especially educated people who have benefited from great teachers in their career. While online tools have much to offer to complement the learning experience when used well, the only reason to see them as a substitute for real teaching is as a major low quality cost savings for the masses. And a homogenization of education to serve the needs of big corporate providers of educational materials."
VAST Implicit,"Well, I can only offer this: My daughter and my daughter-in-law both had their first child at the age of 42 and they are two of the most delightful children you could imagine. I helped a bit financially, but their careers are fine.. I did have to make a rule that my wife and I absolutely would not baby sit more than seven days a week. Good luck!",motherhood,FAVOR,Having children at an older age,FAVOR,daughter-in-law,NONE,baby,NONE,"['Having children at an older age', 'daughter-in-law', 'baby']","Well, I can only offer this My daughter and my daughter-in-law both had their first child at the age of 42 and they are two of the most delightful children you could imagine. I helped a bit financially, but their careers are fine. I did have to make a rule that my wife and I absolutely would not baby sit more than seven days a week. Good luck!"
VAST Implicit,"Well, I think the home schoolers who live in my nearby neighborhood should be able to get together and form their own Homeschooler Hornets team and then play the Homeschooler Hamsters across town. To let them play against a real high school team would then open the door for them to ask for helmets and shoulder pads to be provided at no cost to them, school bus transport to their games, etc.",home-schoolers,AGAINST,Homeschoolers participating in public school sports,AGAINST,Home Schoolers,AGAINST,Homeschooler Hamsters,NONE,"['Homeschoolers participating in public school sports', 'Home Schoolers', 'Homeschooler Hamsters']","Well, I think the home schoolers who live in my nearby neighborhood should be able to get together and form their own Homeschooler Hornets team and then play the Homeschooler Hamsters across town. To let them play against a real high school team would then open the door for them to ask for helmets and shoulder pads to be provided at no cost to them, school bus transport to their games, etc."
VAST Implicit,"Well, that guy just burned a bunch of paper... Why he can't protest against fanatic Muslims? Those who punished him are just getting upset for nothing. Can the burning of a Bible or a Koran means war? this is stupid. People must learn to not get upset for things like that. To convince about God, please don't use terrorism or bullying... use love, reasoning, and wisdom",speech,FAVOR,Religious Intolerance,AGAINST,God,NONE,fanatic Muslims,AGAINST,"['Religious Intolerance', 'God', 'fanatic Muslims']","Well, that guy just burned a bunch of paper. Why he can't protest against fanatic Muslims? Those who punished him are just getting upset for nothing. Can the burning of a Bible or a Koran means war? this is stupid. People must learn to not get upset for things like that. To convince about God, please don't use terrorism or bullying. use love, reasoning, and wisdom"
VAST Implicit,"What I find regrettable is that young women in their 20's would accept rules set up by old men currently holding power in the Muslim world and men who created those rules hundreds of years ago . How Pathetic that young women who should represent the future are protecting Idiotic laws from the past . The Quran says that married women should be discrete towards other men , it never said women should be covered from head to toes. We know the rules were set up to dominate women in Muslim countries , the same way other rules were set up in Christian countries to keep women at the lower end of society . I think of all those women in Muslim countries like in Saudi Arabia , trying to have the freedom to dress the way they want and at the same time women in western countries advocating for Scarfs on every Muslim women .",,,,,Quran,NONE,women,FAVOR,"[nan, 'Quran', 'women']","What I find regrettable is that young women in their 20's would accept rules set up by old men currently holding power in the Muslim world and men who created those rules hundreds of years ago . How Pathetic that young women who should represent the future are protecting Idiotic laws from the past . The Quran says that married women should be discrete towards other men , it never said women should be covered from head to toes. We know the rules were set up to dominate women in Muslim countries , the same way other rules were set up in Christian countries to keep women at the lower end of society . I think of all those women in Muslim countries like in Saudi Arabia , trying to have the freedom to dress the way they want and at the same time women in western countries advocating for Scarfs on every Muslim women ."
VAST Implicit,"What I think, is that Jules Boykoff should swim in waters that contain excrement, with a 99% change to catch a major disease. Then once he recovers, he can go protest all he wants. My beef with him, is how he insists that the games be played in sewer water, so long as he does not have to swim in there himself. So join in on the fun, but you do not have the guts to do so.",brazil,AGAINST,Jules Boykoff,AGAINST,sewer water,AGAINST,Jules Boykoff,AGAINST,"['Jules Boykoff', 'sewer water', 'Jules Boykoff']","What I think, is that Jules Boykoff should swim in waters that contain excrement, with a 99 change to catch a major disease. Then once he recovers, he can go protest all he wants. My beef with him, is how he insists that the games be played in sewer water, so long as he does not have to swim in there himself. So join in on the fun, but you do not have the guts to do so."
VAST Implicit,"What Maureen Dowd did was a cheap propaganda stunt, but it sounds like most people see through it. I could go to New York City and buy a fifth of Bourbon from a package store. If I take that bottle back to my hotel room and drink it, do I get to blame my hangover it on New York's overly permissive alcohol laws? Does there need to be a warning on every bottle of Bourbon telling me what the proper dose is, and not to drink too much or risk a hangover? What is it about marijuana that makes aging squares like Dowd crazy? The only real reason marijuana is still a federal crime is simple pig-headedness.",colorado,FAVOR,Marijuana Legalization,FAVOR,Maureen Dowd,AGAINST,Dowd,AGAINST,"['Marijuana Legalization', 'Maureen Dowd', 'Dowd']","What Maureen Dowd did was a cheap propaganda stunt, but it sounds like most people see through it. I could go to New York City and buy a fifth of Bourbon from a package store. If I take that bottle back to my hotel room and drink it, do I get to blame my hangover it on New York's overly permissive alcohol laws? Does there need to be a warning on every bottle of Bourbon telling me what the proper dose is, and not to drink too much or risk a hangover? What is it about marijuana that makes aging squares like Dowd crazy? The only real reason marijuana is still a federal crime is simple pig-headedness."
VAST Implicit,"What a horrible idea. Conscription ? Sending them back where they came from ? After all they've been through ? Did we send the boat people from Vietnam, back to Vietnam ? They're tired. There's a plaque dedicated to Emma Lazarus @ the base of the Statue of Liberty saying, ""Give me your tired, your poor, Your huddled masses yearning to breathe free, .................. Is she ""rolling over in her grave"" right now ?",refugees,FAVOR,Treatment of Refugees,AGAINST,Conscription,AGAINST,Emma Lazarus,NONE,"['Treatment of Refugees', 'Conscription', 'Emma Lazarus']","What a horrible idea. Conscription ? Sending them back where they came from ? After all they've been through ? Did we send the boat people from Vietnam, back to Vietnam ? They're tired. There's a plaque dedicated to Emma Lazarus the base of the Statue of Liberty saying, Give me your tired, your poor, Your huddled masses yearning to breathe free, . Is she rolling over in her grave right now ?"
VAST Implicit,"What a joke: he is criticized for questioning a judge's possible bias, and then she discloses she really is biased? Obviously Judges are biased (and many times crooked also). She is living proof! A Judge is not supposed to have a bias, and should be neutral. Pols are expected to be biased. She should resign or be impeached. She doesn't get it.",police,AGAINST,The Judge,AGAINST,Judge,AGAINST,judge,AGAINST,"['The Judge', 'Judge', 'judge']","What a joke he is criticized for questioning a judge's possible bias, and then she discloses she really is biased? Obviously Judges are biased and many times crooked also . She is living proof! A Judge is not supposed to have a bias, and should be neutral. Pols are expected to be biased. She should resign or be impeached. She doesn't get it."
VAST Implicit,"What a silly line of reasoning. We have to stop thinking about immigrants as people who simply take our stuff, as if there were a finite supply of ""jobs"" piled up in a warehouse somewhere, the distribution of which is a zero-sum exercise. Immigrants are people and people are assets; they bring their creativity, energy, and culture to America for everyone's benefit. If that needs to be stated in terms one can measure with a dollar value, think of immigrants as sources of customer demand, stimulating employment. Immigrant-run restaurants and shops are a perfect example. Would native-born Americans be working at Chinese restaurants or Mexican bakeries if not for immigration? No, because those businesses wouldn't exist in the first place, and we'd all be worse off as a result. If those who call for America to exclude immigrants get their wish, the immigrants will benefit some other country, at which point these same pundits will predictably get their pants in a twist because ""Country X is beating us"" in education, employment, creativity, etc.",a problem,AGAINST,Immigration,FAVOR,immigration,FAVOR,immigrants,FAVOR,"['Immigration', 'immigration', 'immigrants']","What a silly line of reasoning. We have to stop thinking about immigrants as people who simply take our stuff, as if there were a finite supply of jobs piled up in a warehouse somewhere, the distribution of which is a zero-sum exercise. Immigrants are people and people are assets they bring their creativity, energy, and culture to America for everyone's benefit. If that needs to be stated in terms one can measure with a dollar value, think of immigrants as sources of customer demand, stimulating employment. Immigrant-run restaurants and shops are a perfect example. Would native-born Americans be working at Chinese restaurants or Mexican bakeries if not for immigration? No, because those businesses wouldn't exist in the first place, and we'd all be worse off as a result. If those who call for America to exclude immigrants get their wish, the immigrants will benefit some other country, at which point these same pundits will predictably get their pants in a twist because Country X is beating us in education, employment, creativity, etc."
VAST Implicit,"What a waste of time of an article from the NYT. I expect better from you: facts, causation analysis (not correlation analysis), and logic. I would imagine that all heroin addicts drank water at some time before becoming heron addicts. With such a high correlation, let's outlaw water.",a gateway drug,AGAINST,New York Times,AGAINST,,,NYT,AGAINST,"['New York Times', nan, 'NYT']","What a waste of time of an article from the NYT. I expect better from you facts, causation analysis not correlation analysis , and logic. I would imagine that all heroin addicts drank water at some time before becoming heron addicts. With such a high correlation, let's outlaw water."
VAST Implicit,"What about all of the rich criminals who are able to use their wealth & influence to keep from being arrested in the first place? If Wall Street con men are still able to vote after crashing the economy, oil company executives are still able to vote after polluting the planet, and lobbyists are still able to vote after bribing our politicians, then it seems only fair that poor people arrested for theft or using drugs should be able to vote, too.",injustice,FAVOR,Voting Rights,FAVOR,wealthy criminals,AGAINST,Wall Street,AGAINST,"['Voting Rights', 'wealthy criminals', 'Wall Street']","What about all of the rich criminals who are able to use their wealth influence to keep from being arrested in the first place? If Wall Street con men are still able to vote after crashing the economy, oil company executives are still able to vote after polluting the planet, and lobbyists are still able to vote after bribing our politicians, then it seems only fair that poor people arrested for theft or using drugs should be able to vote, too."
VAST Implicit,"What amazes me in this argument is that so many people in our country are more concerned about supposed voter fraud than they are in what such rules do to those who should be involved in the process. As americans, don't we all want as many people to vote as possible? Isn't that what our country is all about? Not winning, but participation? We should all be striving to get as many people to vote as possible.",a constitutional right,FAVOR,Voter ID Laws,AGAINST,participation,FAVOR,voter fraud,AGAINST,"['Voter ID Laws', 'participation', 'voter fraud']","What amazes me in this argument is that so many people in our country are more concerned about supposed voter fraud than they are in what such rules do to those who should be involved in the process. As americans, don't we all want as many people to vote as possible? Isn't that what our country is all about? Not winning, but participation? We should all be striving to get as many people to vote as possible."
VAST Implicit,"What are these "" certain standards of responsibility and commitment?"" I can only recall an age requirement. And why is it that conservatives always want a big government program to restrict individual liberty? Any idea of the cost providing each ex-con a review to determine if they have reformed enough to vote? People even current convicts should be allowed, yea encouraged, to vote or we do not have a democracy.",felons,FAVOR,Felon Voting Rights,FAVOR,ex-con,FAVOR,individual liberty,AGAINST,"['Felon Voting Rights', 'ex-con', 'individual liberty']","What are these certain standards of responsibility and commitment? I can only recall an age requirement. And why is it that conservatives always want a big government program to restrict individual liberty? Any idea of the cost providing each ex-con a review to determine if they have reformed enough to vote? People even current convicts should be allowed, yea encouraged, to vote or we do not have a democracy."
VAST Implicit,"What bunk. The worst dietary info we've gotten has been from the USDA! There's a very simple cure for the obesity epidemic. Stop subsidizing food. Americans spend far, far less of the income on food than those in other nations. End the farm subsidies. End the food stamp subsidies. Stop interfering with market mechanisms. The price of food will rise, as it should, and the obesity epidemic will slowly become a memory. The nanny state mentality is the source of most problems in this country.",more advice,AGAINST,USDA dietary guidelines,AGAINST,farm subsidies,AGAINST,food,AGAINST,"['USDA dietary guidelines', 'farm subsidies', 'food']","What bunk. The worst dietary info we've gotten has been from the USDA! There's a very simple cure for the obesity epidemic. Stop subsidizing food. Americans spend far, far less of the income on food than those in other nations. End the farm subsidies. End the food stamp subsidies. Stop interfering with market mechanisms. The price of food will rise, as it should, and the obesity epidemic will slowly become a memory. The nanny state mentality is the source of most problems in this country."
VAST Implicit,"What can we expect in our Cowboy culture? We celebrate power and violence; they are part of our national conscience. Endemic bias and the violence forged by it are logical outcomes of our celebration of subjugation. Additionally, we confuse courage with aggression--maintaining home arsenals in the name of protection is not courage; courage requires a willingness, if not acceptance, of defeat.",police,AGAINST,Cowboy culture,AGAINST,cowboy culture,NONE,courage,AGAINST,"['Cowboy culture', 'cowboy culture', 'courage']","What can we expect in our Cowboy culture? We celebrate power and violence they are part of our national conscience. Endemic bias and the violence forged by it are logical outcomes of our celebration of subjugation. Additionally, we confuse courage with aggression--maintaining home arsenals in the name of protection is not courage courage requires a willingness, if not acceptance, of defeat."
VAST Implicit,What caste system? The Mexicans (who are most of the people abusing the sytem) who give birth here should have their kids take the nationality of the parents. They're Mexicans. Asking them to go home to Mexico and providing incentives for them to do so is hardly unfair.,birthright citizenship,AGAINST,Birthright Citizenship,AGAINST,Mexico,AGAINST,system,NONE,"['Birthright Citizenship', 'Mexico', 'system']",What caste system? The Mexicans who are most of the people abusing the sytem who give birth here should have their kids take the nationality of the parents. They're Mexicans. Asking them to go home to Mexico and providing incentives for them to do so is hardly unfair.
VAST Implicit,What common sense solutions have the Republicans offered? Tort reform to reduce medical malpractice suits and allowing people to purchase insurance across state lines. This is what will solve the health care crisis in this country? Seriously? I would laugh if the problem weren't so serious.,obamacare,FAVOR,Republican Healthcare Solutions,AGAINST,health care,AGAINST,health care,AGAINST,"['Republican Healthcare Solutions', 'health care', 'health care']",What common sense solutions have the Republicans offered? Tort reform to reduce medical malpractice suits and allowing people to purchase insurance across state lines. This is what will solve the health care crisis in this country? Seriously? I would laugh if the problem weren't so serious.
VAST Implicit,"What dreamland is this guy living in? Why is the onus only on the motor vehicle driver, when they are in their lanes, and going very slowly in Manhattan,(now more than ever because of constricted lanes), and getting ticketed for not obeying traffic rules. Try saying that about cyclists; not in lanes, going the wrong way in lanes, not obeying traffic lights and signs. And do you think the cyclist is at fault when there's an accident? Of course a driver's insurance is going to go up! So let's level the playing field. Let's require license, registration and insurance for bicycles and their users. If they want to share the road, they should share the responsibility.",new york 's,FAVOR,Cyclist regulations,AGAINST,motor vehicle driver,AGAINST,bicyclists,AGAINST,"['Cyclist regulations', 'motor vehicle driver', 'bicyclists']","What dreamland is this guy living in? Why is the onus only on the motor vehicle driver, when they are in their lanes, and going very slowly in Manhattan, now more than ever because of constricted lanes , and getting ticketed for not obeying traffic rules. Try saying that about cyclists not in lanes, going the wrong way in lanes, not obeying traffic lights and signs. And do you think the cyclist is at fault when there's an accident? Of course a driver's insurance is going to go up! So let's level the playing field. Let's require license, registration and insurance for bicycles and their users. If they want to share the road, they should share the responsibility."
VAST Implicit,"What exactly is the point of preserving the pristine character of beautiful beaches if the only people who can afford to enjoy them are the uberwealthy people who own them? The value of such scarce natural resources is so high that it really shouldn't be affordable for any one person to own them. Because, once a beach leaves the public domain and becomes the private property of one person, the benefits of that beach are the right of that person to enjoy (and charge others for or restrict others from) in perpetuity. In my opinion, beaches all over the country should be declared public property",beachfront homes,AGAINST,Private ownership of beaches,AGAINST,public property,NONE,beaches,FAVOR,"['Private ownership of beaches', 'public property', 'beaches']","What exactly is the point of preserving the pristine character of beautiful beaches if the only people who can afford to enjoy them are the uberwealthy people who own them? The value of such scarce natural resources is so high that it really shouldn't be affordable for any one person to own them. Because, once a beach leaves the public domain and becomes the private property of one person, the benefits of that beach are the right of that person to enjoy and charge others for or restrict others from in perpetuity. In my opinion, beaches all over the country should be declared public property"
VAST Implicit,"What has been uncovered so far is that there are faceless, nameless people posing as real journalist deciding what stories are important and not important with ZERO oversight from an editorial board or any peer review. Facebook should be taken for what it really is ----- Just a BLOG in the Blogosphere of the Internet. Facebook is only useful for sharing photos of your children or dogs and cats.",news,AGAINST,Facebook,AGAINST,Facebook,AGAINST,Facebook,AGAINST,"['Facebook', 'Facebook', 'Facebook']","What has been uncovered so far is that there are faceless, nameless people posing as real journalist deciding what stories are important and not important with ZERO oversight from an editorial board or any peer review. Facebook should be taken for what it really is ----- Just a BLOG in the Blogosphere of the Internet. Facebook is only useful for sharing photos of your children or dogs and cats."
VAST Implicit,"What is great about Australia is that None of the Above is one of the choices. So while it is compulsory for everyone to vote, unless face a penalty of over AUS$100, you do not have to vote for any of the candidates. It completely works in Australia. Having just moved from the United States to Sydney, its interesting to see when 95% of the population vote and get what they need out of their government..",voting,FAVOR,Compulsory Voting in Australia,FAVOR,Australia,FAVOR,voting,NONE,"['Compulsory Voting in Australia', 'Australia', 'voting']","What is great about Australia is that None of the Above is one of the choices. So while it is compulsory for everyone to vote, unless face a penalty of over AUS 100, you do not have to vote for any of the candidates. It completely works in Australia. Having just moved from the United States to Sydney, its interesting to see when 95 of the population vote and get what they need out of their government."
VAST Implicit,"What is happening in New York City is happening all over the world, as cities go out of their way to attract those with the highest incomes and push others to the outer edge. In NYC, the subways started to do that, making sure that bank clerks moved a long ways from Manhattan to the outer reaches of Brooklyn and and Queens. Now even those areas are high-priced. So, off to NJ. It is the European pattern where, as in France, the poorer immigrants are at the far,outer reaches of Paris.",gentrification,AGAINST,Socioeconomic Segregation,AGAINST,New York City,AGAINST,New York City,NONE,"['Socioeconomic Segregation', 'New York City', 'New York City']","What is happening in New York City is happening all over the world, as cities go out of their way to attract those with the highest incomes and push others to the outer edge. In NYC, the subways started to do that, making sure that bank clerks moved a long ways from Manhattan to the outer reaches of Brooklyn and and Queens. Now even those areas are high-priced. So, off to NJ. It is the European pattern where, as in France, the poorer immigrants are at the far,outer reaches of Paris."
VAST Implicit,"What is in it for Europe or the US to accept more Muslim immigrants, when all we gotten for our generosity has been terrorist acts and a truly astounding sense of ingratitude and entitlement? What is in it for us? And why is that not the first question that is asked?",refugees,AGAINST,Muslim Immigration,AGAINST,European Union,AGAINST,Muslim immigrants,AGAINST,"['Muslim Immigration', 'European Union', 'Muslim immigrants']","What is in it for Europe or the US to accept more Muslim immigrants, when all we gotten for our generosity has been terrorist acts and a truly astounding sense of ingratitude and entitlement? What is in it for us? And why is that not the first question that is asked?"
VAST Implicit,"What is most galling about the advocates and activists who insist on the right of the most disruptive kids to endanger their peers and compromise their education is the fact that they would never tolerate such behavior at the economically stratified schools where they send their own children. When was the last time a first-grader at a high-end Manhattan, Westchester, or Nassau private or public school picked up a chair over their head and threw it at a classmate, or told the teacher, using several of George Carlin's seven words, to perform an anatomically impossible act?",cherry-picking students,AGAINST,Advocates and activists for disruptive students,AGAINST,private schools,NONE,"high-end Manhattan, Westchester, or Nassau private or public school",NONE,"['Advocates and activists for disruptive students', 'private schools', 'high-end Manhattan, Westchester, or Nassau private or public school']","What is most galling about the advocates and activists who insist on the right of the most disruptive kids to endanger their peers and compromise their education is the fact that they would never tolerate such behavior at the economically stratified schools where they send their own children. When was the last time a first-grader at a high-end Manhattan, Westchester, or Nassau private or public school picked up a chair over their head and threw it at a classmate, or told the teacher, using several of George Carlin's seven words, to perform an anatomically impossible act?"
VAST Implicit,"What is needed is information, not digested information or information processed through someone's personal view of what is going on. Why not give us the data and let us decide? As an example, Tell us graduate rates vs ACT scores, the whole table, not the correlation coefficient. Loan debt versus time to graduation, high school GPA versus timely progression to degree. Athletic budget versus library budget. Full time faculty vs other instructors. I can think of many things which would help families decide if the school was legitimate and a good fit for their child than just some grade or two. As a university mathematics professor I am too well aware of how little information a grade conveys about a student's progress. The same is true here, in spades.",decision making,FAVOR,University Transparency,FAVOR,ACT scores,NONE,information,FAVOR,"['University Transparency', 'ACT scores', 'information']","What is needed is information, not digested information or information processed through someone's personal view of what is going on. Why not give us the data and let us decide? As an example, Tell us graduate rates vs ACT scores, the whole table, not the correlation coefficient. Loan debt versus time to graduation, high school GPA versus timely progression to degree. Athletic budget versus library budget. Full time faculty vs other instructors. I can think of many things which would help families decide if the school was legitimate and a good fit for their child than just some grade or two. As a university mathematics professor I am too well aware of how little information a grade conveys about a student's progress. The same is true here, in spades."
VAST Implicit,"What is the goal of taxation? Do we wish to reward a work ethic? If so, reward earning created by ones personal effort. Don't tax labor:; tax dollars create by the income created by passive investment of capitol. The direction chosen creates the reward and social class system.",capital gains,AGAINST,Taxation,AGAINST,Taxation,NONE,taxation,NONE,"['Taxation', 'Taxation', 'taxation']","What is the goal of taxation? Do we wish to reward a work ethic? If so, reward earning created by ones personal effort. Don't tax labor tax dollars create by the income created by passive investment of capitol. The direction chosen creates the reward and social class system."
VAST Implicit,"What is the need for every college to have a French department? I'm a francophile, and took French in elementary school in south Florida. (Spanish would have been much more useful) Nonetheless, I have no problem with eliminating French language instruction at some colleges and universities. There will surely be many that will continue to offer French, and those who value it will seek them out. It's called specialization.",humanities programs,FAVOR,French language instruction in colleges,AGAINST,French language instruction,NONE,French department,NONE,"['French language instruction in colleges', 'French language instruction', 'French department']","What is the need for every college to have a French department? I'm a francophile, and took French in elementary school in south Florida. Spanish would have been much more useful Nonetheless, I have no problem with eliminating French language instruction at some colleges and universities. There will surely be many that will continue to offer French, and those who value it will seek them out. It's called specialization."
VAST Implicit,"What is the outcome of those students expelled from charter schools? Where do they go and where do they end up? I see the extra suspensions in charter schools as a failure of the business model and as a business, they should be liable for the results and restitution from the charter school is in order.",education,FAVOR,Charter Schools,AGAINST,Charter Schools,AGAINST,charter schools,AGAINST,"['Charter Schools', 'Charter Schools', 'charter schools']","What is the outcome of those students expelled from charter schools? Where do they go and where do they end up? I see the extra suspensions in charter schools as a failure of the business model and as a business, they should be liable for the results and restitution from the charter school is in order."
VAST Implicit,"What isn't discussed in any of these articles is the fact that governments extend contracts not just for financial reasons or cost controls but also to allow certain 'disadvantaged' businesses such as small business, minority owned business and women owned business to gain contracts that they wouldn't have otherwise won. Whether this is deemed 'economic development' or interfering in market competition is a matter of opinion - I'm curious as to how these experts would evaluate that part of the equation.",privatization,AGAINST,Government Contract Extensions,NONE,disadvantaged,NONE,women owned business,NONE,"['Government Contract Extensions', 'disadvantaged', 'women owned business']","What isn't discussed in any of these articles is the fact that governments extend contracts not just for financial reasons or cost controls but also to allow certain 'disadvantaged' businesses such as small business, minority owned business and women owned business to gain contracts that they wouldn't have otherwise won. Whether this is deemed 'economic development' or interfering in market competition is a matter of opinion - I'm curious as to how these experts would evaluate that part of the equation."
VAST Implicit,What on earth does Self-reliance have to do with masculinity and conservatism? I'm a liberal gay man who knits and gardens but I also can fix a sink and a toilet and I do all of the repairs on my bikes. (Yeah and I learned bike repair mostly from feminist women.) Don't blame your right-on-feminist mom for your own decisions and also don't blame the gender constructs. We decide at different points in our lives what life skills are worth learning and what are not: should I learn to fix the plumbing or learn to cook better so I'm not always ordering takeout?,modern men,AGAINST,Gender Constructs,AGAINST,feminist women,FAVOR,gender,NONE,"['Gender Constructs', 'feminist women', 'gender']",What on earth does Self-reliance have to do with masculinity and conservatism? I'm a liberal gay man who knits and gardens but I also can fix a sink and a toilet and I do all of the repairs on my bikes. Yeah and I learned bike repair mostly from feminist women. Don't blame your right-on-feminist mom for your own decisions and also don't blame the gender constructs. We decide at different points in our lives what life skills are worth learning and what are not should I learn to fix the plumbing or learn to cook better so I'm not always ordering takeout?
